account_id,ticker,sector,composite_score,target_weight_pct,target_dollars,purchase_date,purchase_price_rule,quantity_rule,active
PORTFOLIO_125,TTWO,Communication Services,86.96,1.506,75.28,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,ECHO,Communication Services,91.3,1.496,74.78,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MS,Financials,90.79,1.49,74.51,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,DELL,Information Technology,98.65,1.351,67.55,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,C,Financials,93.42,1.298,64.89,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,TJX,Consumer Discretionary,80.85,1.191,59.55,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MPC,Energy,95.24,1.07,53.5,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,VLO,Energy,100,1.062,53.08,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,WELL,Real Estate,87.1,1.036,51.81,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CVS,Health Care,100,0.808,40.41,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MO,Consumer Staples,85.29,0.795,39.77,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,BA,Industrials,81.48,0.783,39.15,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,OMC,Communication Services,78.26,0.778,38.92,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,SPGI,Financials,81.58,0.718,35.9,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,TRGP,Energy,90.48,0.711,35.53,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CEG,Utilities,93.55,0.705,35.24,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,HPE,Information Technology,90.54,0.641,32.04,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,BNY,Financials,100,0.634,31.72,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,COHR,Information Technology,87.84,0.623,31.15,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,LITE,Information Technology,86.49,0.605,30.27,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,TER,Information Technology,89.19,0.596,29.79,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MAR,Consumer Discretionary,76.6,0.586,29.28,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CIEN,Information Technology,93.24,0.586,29.29,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,NWS,Communication Services,82.61,0.575,28.73,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,VRT,Industrials,95.06,0.568,28.41,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,HWM,Industrials,96.3,0.563,28.13,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,KEYS,Information Technology,82.43,0.563,28.17,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,ROST,Consumer Discretionary,91.49,0.512,25.61,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,HLT,Consumer Discretionary,89.36,0.503,25.17,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,ELV,Health Care,77.97,0.488,24.41,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,PWR,Industrials,98.77,0.481,24.05,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,D,Utilities,77.42,0.475,23.75,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,FLEX,Information Technology,91.89,0.475,23.73,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,DD,Materials,84.62,0.47,23.5,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,NUE,Materials,100,0.449,22.46,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,ADSK,Information Technology,81.08,0.441,22.04,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MNST,Consumer Staples,82.35,0.434,21.7,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,TGT,Consumer Staples,79.41,0.403,20.16,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,F,Consumer Discretionary,100,0.386,19.3,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,STT,Financials,94.74,0.369,18.47,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,URI,Industrials,91.36,0.351,17.56,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,LHX,Industrials,79.01,0.326,16.3,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,FIX,Industrials,100,0.326,16.28,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CAH,Health Care,86.44,0.314,15.68,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,PCG,Utilities,100,0.292,14.58,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MET,Financials,76.32,0.288,14.4,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,HUM,Health Care,91.53,0.281,14.03,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,STLD,Materials,96.15,0.271,13.55,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,KDP,Consumer Staples,76.47,0.266,13.3,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,DAL,Industrials,76.54,0.263,13.16,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,EXE,Energy,85.71,0.257,12.86,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,WAB,Industrials,82.72,0.247,12.35,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,AIG,Financials,89.47,0.239,11.95,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,AEE,Utilities,80.65,0.236,11.81,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,XYZ,Financials,77.63,0.235,11.73,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,A,Health Care,88.14,0.234,11.68,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,IBKR,Financials,97.37,0.23,11.49,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,WAT,Health Care,84.75,0.223,11.13,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MSCI,Financials,82.89,0.22,11.02,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,IRM,Real Estate,96.77,0.218,10.92,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CASY,Consumer Staples,100,0.213,10.64,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,HONA,Industrials,77.78,0.209,10.45,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,EXPE,Consumer Discretionary,87.23,0.206,10.3,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,TPR,Consumer Discretionary,95.74,0.197,9.85,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,WSM,Consumer Discretionary,78.72,0.179,8.94,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CNC,Health Care,98.31,0.174,8.68,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,IP,Materials,76.92,0.167,8.37,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,EME,Industrials,88.89,0.167,8.35,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,AMCR,Materials,80.77,0.164,8.22,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,SMCI,Information Technology,85.14,0.162,8.11,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CINF,Financials,88.16,0.158,7.88,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,IFF,Materials,92.31,0.157,7.87,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,APA,Energy,80.95,0.151,7.53,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,EVRG,Utilities,87.1,0.15,7.52,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,AVB,Real Estate,77.42,0.148,7.4,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,WST,Health Care,96.61,0.148,7.41,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,LNT,Utilities,83.87,0.145,7.25,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,BALL,Materials,88.46,0.138,6.91,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,CPAY,Financials,80.26,0.132,6.62,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,BG,Consumer Staples,97.06,0.129,6.46,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,VTRS,Health Care,81.36,0.119,5.93,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,INCY,Health Care,83.05,0.116,5.8,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,LUV,Industrials,90.12,0.107,5.35,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,JBHT,Industrials,93.83,0.105,5.27,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,TSN,Consumer Staples,94.12,0.103,5.17,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,RL,Consumer Discretionary,97.87,0.097,4.86,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,PNW,Utilities,90.32,0.096,4.81,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,HST,Real Estate,93.55,0.096,4.8,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,INVH,Real Estate,83.87,0.095,4.73,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,DOC,Real Estate,90.32,0.09,4.51,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,HAS,Consumer Discretionary,82.98,0.087,4.33,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,IEX,Industrials,92.59,0.081,4.06,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,SJM,Consumer Staples,91.18,0.08,4,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,AES,Utilities,96.77,0.08,3.98,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,AIZ,Financials,98.68,0.078,3.9,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,MAS,Industrials,80.25,0.077,3.84,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,GL,Financials,78.95,0.076,3.81,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,UDR,Real Estate,80.65,0.069,3.44,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,ALGN,Health Care,79.66,0.067,3.35,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,SWK,Industrials,85.19,0.067,3.35,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,IVZ,Financials,85.53,0.062,3.09,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,GNRC,Industrials,97.53,0.06,3.01,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,NCLH,Consumer Discretionary,93.62,0.06,3,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,EG,Financials,84.21,0.059,2.94,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,FRT,Real Estate,100,0.058,2.89,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,BEN,Financials,96.05,0.056,2.82,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,DVA,Health Care,93.22,0.047,2.37,2026-07-24,official_open,"round(target_dollars / official_open, 2)",true
PORTFOLIO_125,FDXF,Industrials,87.65,0,0,2026-07-24,official_open,"round(target_dollars / official_open, 2)",false
